text,label,source
".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",sarcasm,tweet_eval_irony
"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview.""",clean,tweet_eval_irony
Damned if you do... #communication #truth  via @user,clean,tweet_eval_irony
Photo: Invoices have been sent out...,clean,tweet_eval_irony
"The fun part about 4 am drives in the winter, is no one has cleaned the snow yet",sarcasm,tweet_eval_irony
it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is  #life,clean,tweet_eval_irony
I just love it when my knee clicks 😄  😒,sarcasm,tweet_eval_irony
Bad Idea When You climb on the mountain,clean,tweet_eval_irony
#KMYB19HR study,clean,tweet_eval_irony
Where is the #TortureReport from Showtime's Homeland?,sarcasm,tweet_eval_irony
@user what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?,clean,tweet_eval_irony
In need of a rose winee🍷🍷,clean,tweet_eval_irony
"@user i am okay with a trade, but they better get a darn good package and it better not be in the division",clean,tweet_eval_irony
@user don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?,clean,tweet_eval_irony
Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @user @user,clean,tweet_eval_irony
"Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍",clean,tweet_eval_irony
That one time I didn't feel in over my head.,sarcasm,tweet_eval_irony
@user To the officer's defense...that was a very scary looking phone.  #BlackLivesMatter,sarcasm,tweet_eval_irony
@user @user For Queen and country yet they go down and destroy an English city and attack English police lol,sarcasm,tweet_eval_irony
"Sure, let's go back to work on my day off after after just leaving four hours ago. Why not? #fb",sarcasm,tweet_eval_irony
"burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely",sarcasm,tweet_eval_irony
I see Toledo made a good name for itself last night,sarcasm,tweet_eval_irony
SCRATCHING THE NIGHT OFF MY EYES,clean,tweet_eval_irony
@user still out w/ back sprain?,clean,tweet_eval_irony
Such a good lie in,sarcasm,tweet_eval_irony
Iiiiiiii have the best boyfriend everrrrrrrrr.,clean,tweet_eval_irony
@user haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂,sarcasm,tweet_eval_irony
I just love freezing rain.,sarcasm,tweet_eval_irony
It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....,clean,tweet_eval_irony
I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at,clean,tweet_eval_irony
Auntie just called and said shes on her way..|I better get dressed then 😲😂😂,clean,tweet_eval_irony
haven't talked to you in days. that's cool I guess.,sarcasm,tweet_eval_irony
It's been one year of off and on eye twitching. #SoFun,sarcasm,tweet_eval_irony
@user I'm good at banter... 😂😂😂,clean,tweet_eval_irony
#phillhughes #63  #out we will miss u always respect for u,clean,tweet_eval_irony
"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed.""",sarcasm,tweet_eval_irony
Not a strong showing for Pittsburgh sports this weekend. Thanks @user and @user for great seasons! #stillafan,clean,tweet_eval_irony
Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.,sarcasm,tweet_eval_irony
It is so  nice knowing you have everyone's back and yet no one has mine.,sarcasm,tweet_eval_irony
Thx for catching on #urock,sarcasm,tweet_eval_irony
@user Adding #traditional makes the statement #legit #justbecause,sarcasm,tweet_eval_irony
"@user no , not anymore. 😣",clean,tweet_eval_irony
50 mph winds make a great hair fan for a photo shoot. 😃,sarcasm,tweet_eval_irony
A 21 year old (whatever age you are IDGAF) acting like an immature little @user in public? Yup you're a classy one.  #SoNotClassy,sarcasm,tweet_eval_irony
Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead 😂  #NeedAGoodLaugh,clean,tweet_eval_irony
Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking,sarcasm,tweet_eval_irony
A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy,clean,tweet_eval_irony
@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.,sarcasm,tweet_eval_irony
@user you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....,sarcasm,tweet_eval_irony
Body Language for Confidence - the easiest thing you can do to make a difference: via> @user,clean,tweet_eval_irony
"Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,...",clean,tweet_eval_irony
Perty sunrise #fs100 timelapse of the mountain,clean,tweet_eval_irony
@user @user @user His tweet in the context of his history is what makes it a clear bait.,clean,tweet_eval_irony
#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT:,clean,tweet_eval_irony
Sure Staff... Now Hiring.,sarcasm,tweet_eval_irony
Blowing your nose so hard your ears pop is the greatest way to start a Wednesday.,sarcasm,tweet_eval_irony
@user Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.,clean,tweet_eval_irony
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",sarcasm,tweet_eval_irony
Love watching #latenightfilms. Enjoyed #MockingjayPart1 @user #didsbury. Ta @user #Grateful to have such a #goodfriend.,clean,tweet_eval_irony
probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction,sarcasm,tweet_eval_irony
Need a two hour long hug insecure,clean,tweet_eval_irony
"#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. via @user",clean,tweet_eval_irony
And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤,sarcasm,tweet_eval_irony
"The Interview has been cancelled, not because of north korea but because the immense comedy would blow our mortal minds",sarcasm,tweet_eval_irony
What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.,sarcasm,tweet_eval_irony
@user @user Love her. please publicise her more.,sarcasm,tweet_eval_irony
BBC News - New Forest road safety campaign donkey killed by car,sarcasm,tweet_eval_irony
@user I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?,clean,tweet_eval_irony
I love watching liverpool truly inspiring,sarcasm,tweet_eval_irony
Merry Christmas @user @user @user @user @user @user @user XD Thanks for making #BFHardline ^_^,clean,tweet_eval_irony
"Life was never be so easy as it seems, till u come and bring u'r love inside.  with me",clean,tweet_eval_irony
@user watch 1 & 2 and then watch 3 another time,clean,tweet_eval_irony
"not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)",clean,tweet_eval_irony
hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA,sarcasm,tweet_eval_irony
it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now...,clean,tweet_eval_irony
@user @user thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!,sarcasm,tweet_eval_irony
7 am. Pilates Now I get to go home and get ready for work! AMAZING!,sarcasm,tweet_eval_irony
Any Hindu who tries to defend his religion is a Communal.  #Gharwapsi,sarcasm,tweet_eval_irony
@user nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings,clean,tweet_eval_irony
Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy,sarcasm,tweet_eval_irony
@user Fox News criticizing poor journalism regarding the UVA incident is hilarious,sarcasm,tweet_eval_irony
Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas,clean,tweet_eval_irony
More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,sarcasm,tweet_eval_irony
".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @user",sarcasm,tweet_eval_irony
@user Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.,sarcasm,tweet_eval_irony
"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood",sarcasm,tweet_eval_irony
Can someone please tell me where the video is?,clean,tweet_eval_irony
Wow I'm seriously dying here 🙈🙈,clean,tweet_eval_irony
"@user @user ,. #coalition fit for purpose.#Labour can and will sort it.",clean,tweet_eval_irony
Gah! Desperately trying to bust this cold!,clean,tweet_eval_irony
Girls who dip>>>,sarcasm,tweet_eval_irony
"#newjob Urgent CONTRACT - Assurance Manager - Private Banking, Singapore - Not Specified, Singapore  Specifie...",clean,tweet_eval_irony
"@user , former Chairwoman, US Commission on Civil Rights",clean,tweet_eval_irony
TNT replaying the Cavs-Knicks game...maybe the knicks will win this time,sarcasm,tweet_eval_irony
"@user @user @user whenever I write anything with the word ""immigration"" in it, I'm happy if there's back-and-forth.",clean,tweet_eval_irony
Finals are over! Stress free. |Cant wait!!!✈️❤️🎄,clean,tweet_eval_irony
I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.,sarcasm,tweet_eval_irony
#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ...,sarcasm,tweet_eval_irony
Stuck in the traffic at 7.55am. Yuppy -.-  #happytuesday,sarcasm,tweet_eval_irony
So kind of occ health to book my tb skin test on my day off uni. I am thrilled,sarcasm,tweet_eval_irony
marty posts FACTS with PROOF you? you make shit up @user @user @user @user,clean,tweet_eval_irony
There are two things that need to better. Drafting and the players work ethic. That's it.,clean,tweet_eval_irony
"Torbay #Dementia #Action #Alliance: '#Living With Dementia,  #Dying From It' - Peter JS Ashley",clean,tweet_eval_irony
When all else fails... #relationships #needs via @user,clean,tweet_eval_irony
#USA: Senate summary report on #CIA detention programme must  be end of story #,clean,tweet_eval_irony
"This is very likely to end well. More vaccines is exactly what we need -.- ||"" Health and Human Services...",sarcasm,tweet_eval_irony
Today is just not my day 😔,clean,tweet_eval_irony
"2 a.m., just went to bed  #Twitter #Sleepy #2am",clean,tweet_eval_irony
@user |Ew you really did it?,clean,tweet_eval_irony
YOU blame him for everything else @user @user @user @user @user @user @user,clean,tweet_eval_irony
@user @user Khan is doing to Brook what Mayweather is doing to Khan. Making poor excuses to avoid the big fight,sarcasm,tweet_eval_irony
"oh, and lets not forget this @user @user @user @user @user",clean,tweet_eval_irony
"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious",sarcasm,tweet_eval_irony
"Great, I've got a lung infection. This is fun. :/ | #notfun #miserable",sarcasm,tweet_eval_irony
Nothing like the 24hr swing back to being a day walker to make you feel like a million bucks...  #shiftworkerlife,sarcasm,tweet_eval_irony
That #moment when you don't wanna tell that person you been fuckin someone else.. Cause they might go fuck some else LOL o.O' #truth,sarcasm,tweet_eval_irony
What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX,clean,tweet_eval_irony
It's such a joy to wake up sick again and not be able to use the one arm I do everything with.,sarcasm,tweet_eval_irony
Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy...,clean,tweet_eval_irony
its only been 30 mins in class n i already wana kio myself .a.mornin.person,clean,tweet_eval_irony
@user Can you come shovel my driveway? You owe me for helping you become the man you are today. #givingback,clean,tweet_eval_irony
"Whenever I get sad about how things are going now, I just think of how awesome the future looks to be. #secondsemester #drumcorps #college",clean,tweet_eval_irony
@user @user Nice to see @user taking the time to visit a poorly fan (in hospital Phil Jones)   #Alwaysinjured #MUFC,sarcasm,tweet_eval_irony
"Aww I've just seen the pictures of @user from today, hows recovery going? #getwellsoon",clean,tweet_eval_irony
GET AHT A TAHN!|The Made in PGH Gift Guide via @user,clean,tweet_eval_irony
that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability,clean,tweet_eval_irony
@user @user least I could do for barging into your convo!,clean,tweet_eval_irony
Big shocker that 2 of 8 called in,sarcasm,tweet_eval_irony
"@user really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks",sarcasm,tweet_eval_irony
"@user you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy",sarcasm,tweet_eval_irony
Listen to Paranard  #my mix by polosweets #np on #SoundCloud,clean,tweet_eval_irony
Library computer has frozen again #shocker,sarcasm,tweet_eval_irony
Twirra is NOT a place. RT @user Twitter a place where virgins will be tweeting sexual & hoes will be forming saint...,sarcasm,tweet_eval_irony
Fear & Loathing in Las Ukras: #Politics #Russia #Ukraine,clean,tweet_eval_irony
@user RT @user Baby name . #dataviz||Source:,clean,tweet_eval_irony
@user find me one of those costumes for him and we will 😋😂,clean,tweet_eval_irony
@user 1/5th. Just like in the real world!,sarcasm,tweet_eval_irony
Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth #hacker #hacked,sarcasm,tweet_eval_irony
"you do know the ""hands up, dont shoot"" thing has been proven FALSE right? @user @user",clean,tweet_eval_irony
"@user hello, can you give me an guess when Xbox core services will be fixed?",clean,tweet_eval_irony
Just found out I have my making babies final on Thursday. Good thing I have so much time to study,sarcasm,tweet_eval_irony
"@user ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?",clean,tweet_eval_irony
@user Hope 2015 will be a great year for Destiny on PC :p @user,clean,tweet_eval_irony
"It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police.",sarcasm,tweet_eval_irony
the wheels on the bus are broken down broken down broken down😊🎶  #fml #omwtothemet,sarcasm,tweet_eval_irony
The joy I have for overnight stakeouts,sarcasm,tweet_eval_irony
"@user Two years ago i got binoculars from my parents cause I needed to look to the future, I was like cool 😂😂😂 tweet of the year",clean,tweet_eval_irony
I guess I'm dreaming. How else am I able to visit this site. Guess they won't let a prisoner have a phone right?,clean,tweet_eval_irony
@user Probably a Nigerian.,sarcasm,tweet_eval_irony
@user now that's just mean.  #sorrynotsorry,sarcasm,tweet_eval_irony
@user @user come on Graham / Thomas!,clean,tweet_eval_irony
Reading the Dundee United chairmanship statement tonight and you have to say what a lot of tosh..care of young players indeed,sarcasm,tweet_eval_irony
"@user Wow, that is just so funny...",sarcasm,tweet_eval_irony
@user Yeah...me too!!!!! !! x,sarcasm,tweet_eval_irony
Dead supportive family I've got.,sarcasm,tweet_eval_irony
@user No! I rarely drink at all. Got a stomach bug :-(,clean,tweet_eval_irony
@user halting heroine overdoses instantly? How will the music and film industry block that one wonders?,clean,tweet_eval_irony
@user @user were not American it's mum,clean,tweet_eval_irony
Hey there! Nice to see you Minnesota/ND Winter Weather,sarcasm,tweet_eval_irony
Still time 2 enter my @user sample #giveaway on my @user channel! Check it out here #modere #bbloggers #beauty,clean,tweet_eval_irony
My boy has another cold and spent the night coughing and sneezing all over me #sexy,sarcasm,tweet_eval_irony
Why do I have to have a good game then a bad game and then a good game then a bad game again. 😑😡,clean,tweet_eval_irony
@user @user Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!!,sarcasm,tweet_eval_irony
"Ah, a week until my next medschool interview 😁",clean,tweet_eval_irony
Work Christmas Eve and Christmas Day.. Can't wait!,sarcasm,tweet_eval_irony
@user @user it's in my Priory contract to wear those. Hugely popular with Priory Ultras #does  #count #xxx,clean,tweet_eval_irony
@user @user aren't most legislators' list of legislative accomplisments the past 8 years short?,clean,tweet_eval_irony
dats how u kno its winter,clean,tweet_eval_irony
@user @user I'm surprised my coanchor hasn't already nominated me for the worst list.,clean,tweet_eval_irony
White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth,sarcasm,tweet_eval_irony
@user @user @user @user well played Matt. Well played.,clean,tweet_eval_irony
"#LeBron #James: '#Violence #is  #the #answer': LeBron James said Thursday that ""violence is not the answer and...",clean,tweet_eval_irony
"@user #SC3stars CARDALE JONES. Third string QB, Big10 Champion and MVP.",clean,tweet_eval_irony
@user happy new year to you too!! Thanks for the reply,sarcasm,tweet_eval_irony
@user was completely sensationalized. Inferring that Cubs weren't serious about winning until Wednesday is a joke.,clean,tweet_eval_irony
@user I should sue my parents,sarcasm,tweet_eval_irony
Kiwi Heineken? - Drinking a Steinlager Pure by New Zealand Breweries Limited @ Raglan Golf Club -- #photo,clean,tweet_eval_irony
This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.,clean,tweet_eval_irony
Working on Boxing Day is so fun,sarcasm,tweet_eval_irony
Omg @user didn't tell @user he was in town 😱 #trueFriend,sarcasm,tweet_eval_irony
"i dont think it would matter, metric or english, he doesnt understand math @user @user",clean,tweet_eval_irony
@user try Naheed akhtar & nayyara noor too. gOLD stash.,clean,tweet_eval_irony
Hmm...Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld...what a difficult decision!!!  #DartsWorldChampionship #PDC,sarcasm,tweet_eval_irony
@user  true....you can't replace your one and only mam.,clean,tweet_eval_irony
yet you cant provide ANY source that shows it @user @user @user @user @user @user,clean,tweet_eval_irony
"@user @user It's Christmas, one of the few days off I get during the year and I can't even sign into my XBOX ONE.|#Typical|",sarcasm,tweet_eval_irony
"@user happy birthday young one, have a gooden lad!x",clean,tweet_eval_irony
Thanks for shutting the city down..,sarcasm,tweet_eval_irony
@user Looking back on Saturday night like... @user You about Thursday 😂,clean,tweet_eval_irony
Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer.  #SCCMAdmininHealthcare,sarcasm,tweet_eval_irony
father sent me down to buy ingredients cos he wanna fry some noodles up i remembered everything else but the noodles #somuchwin,sarcasm,tweet_eval_irony
"@user draw, @user draw, @user going to lose, Pelle on my bench in fantasy, been a fucking shit night for me.",clean,tweet_eval_irony
Saying No to Them is the first way you say yes to yourself.,sarcasm,tweet_eval_irony
@user im done with finals thursday that would be nice lol you leave friday at what time? ✈️,clean,tweet_eval_irony
Yay for knee machines!,sarcasm,tweet_eval_irony
"the ""2/3=75%"" is also in the top 10 LOL @user @user @user @user",clean,tweet_eval_irony
Oh it's just Skrillex no big deal.. I see him on the daily..  #skrillex #rave #edm...,sarcasm,tweet_eval_irony
I should of just made a canvas of coffee stains and be done with it. #art,sarcasm,tweet_eval_irony
So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage,sarcasm,tweet_eval_irony
Marvin Lewis clearly thinks very highly of Johnny Football  #norespect @user,sarcasm,tweet_eval_irony
When you're already running late and then your car won't start <<< #FantasticFriday,sarcasm,tweet_eval_irony
Lol well done swans,sarcasm,tweet_eval_irony
Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk 🍹🍹🍹🍹🍹🍹,clean,tweet_eval_irony
wow they seem to be so turnt,sarcasm,tweet_eval_irony
That moment when someone accidentally deletes everything on your phone #BestChristmasEver,sarcasm,tweet_eval_irony
Interesting stats. PO's are good! The bad apples ruin it for all.|http://t.co/bqIn0clXjc #tcot #Ferguson #EricGarner,clean,tweet_eval_irony
#Michigan RT @user Rich Rodriguez not available for the photo op. He's at the Fiesta Bowl.,clean,tweet_eval_irony
Did you know ? If you are reading this right now you are not blind...lol.,sarcasm,tweet_eval_irony
The Grinch Stole My Sanity via @user #lol #fun #funny,sarcasm,tweet_eval_irony
I love spending five hours a night doing homework! Please assign more teachers!,sarcasm,tweet_eval_irony
"@user to tell you the truth, that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot",sarcasm,tweet_eval_irony
@user @user By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion,clean,tweet_eval_irony
Photo: #whynot? #why #pop#art #artist @user #whirleyshot #whirleystudio #sharpie #acrylics...,clean,tweet_eval_irony
"My grandma gulping her hot coco loudly and my mom goes: ""you gulping over there?"" My grandma: ""no I'm queefing""  #HAHA",sarcasm,tweet_eval_irony
Wow am I glad that I have to cycle through this weather.||,sarcasm,tweet_eval_irony
@user Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to,clean,tweet_eval_irony
Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour 😏,sarcasm,tweet_eval_irony
"People these days are so loving, accepting, and nonjudgmental. It's great.",sarcasm,tweet_eval_irony
Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5,clean,tweet_eval_irony
@user thanks for the wake up wrap and coffee this morning!! #CheapBastard,sarcasm,tweet_eval_irony
#GuruMantra for #success. #entrepreneur #startup,clean,tweet_eval_irony
@user I'll bring it to work. The hoops one is a hit,clean,tweet_eval_irony
@user there wasn't room for  #LoveYouBro,clean,tweet_eval_irony
SAIC Design Directors on Trends and Advice to Students,clean,tweet_eval_irony
@user that's the easy part. Giving my man money to go grab all mine tomorrow morning can't be dealing with town to stressfull,clean,tweet_eval_irony
Jusuf Nurkic #Bulls RT @user He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.,clean,tweet_eval_irony
67 is such a beauty 😒  #manitibaprobs,sarcasm,tweet_eval_irony
#working.blues.enough.vacation.days,clean,tweet_eval_irony
About to take a long ass drive with music blasting 🙌,clean,tweet_eval_irony
Love working hard trying to fix other people's fuck ups,sarcasm,tweet_eval_irony
.@7eleven Big Gulps for health care,sarcasm,tweet_eval_irony
@user This year's class picture is so awesome. Really awesome!  👊  hahahahaha 😂,sarcasm,tweet_eval_irony
"#GapeLand #Super-sweet Super-sweet Lilli is simply adorable with her all-leg,&#8230;",clean,tweet_eval_irony
"Welcome to metro RT @user ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. """,sarcasm,tweet_eval_irony
SHAME ON JACKSONVILLE #JAGS AND #SHADKHAN. -Do you think that #Police phobic #stooges l...,clean,tweet_eval_irony
#WOW #CRAZYkids can fix this. #OutofControlKids #DrPhi...,clean,tweet_eval_irony
Why am I sick? *looks at other tweets* oh yeah sex...  #lame,sarcasm,tweet_eval_irony
Glad to know my friends are supportive,sarcasm,tweet_eval_irony
@user @user @user @user actually I believe Henry is undefeated on Turf in @user @user,sarcasm,tweet_eval_irony
About to write my math final really excited  #somethingrandom,sarcasm,tweet_eval_irony
"@user @user As a Red Sox follower, I can vouch for Gomes as a clubhouse leader. Such a fun teammate.",clean,tweet_eval_irony
@user left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin  happy,clean,tweet_eval_irony
"you dont, fish and mammals have nothing in common @user @user @user @user",clean,tweet_eval_irony
@user I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,sarcasm,tweet_eval_irony
@user Really?,sarcasm,tweet_eval_irony
@user thanks for all your help Giles 👍,sarcasm,tweet_eval_irony
@user @user Damn socialist!,sarcasm,tweet_eval_irony
"@user I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right?",sarcasm,tweet_eval_irony
I don't wanna hate religious people. Cos i am one of them. I'm so religious in music. #ahaa,sarcasm,tweet_eval_irony
It's just SUPER to be ignored when you put out a desperate plea.,sarcasm,tweet_eval_irony
"@user yup, more is definitely MORE! #fosho #merrycuteness",clean,tweet_eval_irony
"Wings? I don't have wings! |""Of course not... You're a boy!""",clean,tweet_eval_irony
My dream is to celebrate Christmas with you 😍,clean,tweet_eval_irony
Short hair  #really,clean,tweet_eval_irony
This photo of @user 's pool via @user has really brightened up my morning....,sarcasm,tweet_eval_irony
So excited to spend the next 12 hours at school.,sarcasm,tweet_eval_irony
@user haha I'm going to have fun with it next year.,sarcasm,tweet_eval_irony
"@user @user Yes, fountain jumping sounds like a great January activity.",sarcasm,tweet_eval_irony
group message with bbc to start off my morning thanks Hannah :-),sarcasm,tweet_eval_irony
#nuffsaid  #stupidity #hadenough lols 😂😃,clean,tweet_eval_irony
Bush 'fully informed' of CIA methods No?? Really?? Shocking...,sarcasm,tweet_eval_irony
@user this is not real life. believe me.,clean,tweet_eval_irony
@user @user he captures the spirit of devolution so well,sarcasm,tweet_eval_irony
@user  another Bush in the Whitehouse.,clean,tweet_eval_irony
"@user #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle, 12 mixers... Uh-oh I smell so much  it's lovely!",sarcasm,tweet_eval_irony
@user get around them,sarcasm,tweet_eval_irony
Better than yourself should be the score. Not better than other ones .,clean,tweet_eval_irony
review,clean,tweet_eval_irony
"Going to sleep, hope #sydneysiege is sorted out in the morning",clean,tweet_eval_irony
Fuse blown in the media room! Too much hallway vacuuming. Chaos about to break loose. #CanCup,sarcasm,tweet_eval_irony
The most wonderful advantage of not being a ppl-pleasing daft is that there's nothing to worry about changing your perspectives(adjustments),clean,tweet_eval_irony
I always look super cute when guys come to fix stuff in the condo,sarcasm,tweet_eval_irony
"Still up at 4 , work at 11 is gonna be prime",sarcasm,tweet_eval_irony
LUV when my hair is frozen 😃,sarcasm,tweet_eval_irony
I love the hypocrisy of the holidays.,sarcasm,tweet_eval_irony
You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it,clean,tweet_eval_irony
Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter,sarcasm,tweet_eval_irony
@user true sissy well said.. fit to live as a man...,clean,tweet_eval_irony
"@user @user @user My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.",clean,tweet_eval_irony
"Guru's to newbies, everyone's getting in on this while they can. You need to see it RIGHT NOW",clean,tweet_eval_irony
Normalizing relations with Cuba? Huh. Get ready for more of this crap. #ThanksObama  #bad,sarcasm,tweet_eval_irony
"We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",clean,tweet_eval_irony
"Yeah, the prom is the most important event in your life",sarcasm,tweet_eval_irony
Well today can go fuck itself.,clean,tweet_eval_irony
Hell has frozen over. Literally. #Texas2015.,clean,tweet_eval_irony
Day 1. Ski school with instructor Patrick. Soon I'll be ready for the black slopes. ...,sarcasm,tweet_eval_irony
Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas,sarcasm,tweet_eval_irony
trivia crack is taking over my life.,clean,tweet_eval_irony
"Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars 🐱🐶",clean,tweet_eval_irony
"I tweeted about how dangerous Glasgow is, and a Glaswegian party venue followed me. #win",sarcasm,tweet_eval_irony
"Not a fun day for my mouth... Two teeth rebonded, one reengaged, and now I get to have my wisdom teeth out #soexcited",sarcasm,tweet_eval_irony
@user You are not allowed to open that until Christmas day!,clean,tweet_eval_irony
let it go #afraid#frozen,clean,tweet_eval_irony
"If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed",clean,tweet_eval_irony
@user Why don't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates!|🚀Science,clean,tweet_eval_irony
Ready for the tax final,sarcasm,tweet_eval_irony
"Gotta study and I'm like, who cares?!  #perksofbeingasenior 👎",sarcasm,tweet_eval_irony
"@user I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.",clean,tweet_eval_irony
"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker",sarcasm,tweet_eval_irony
also sick names,sarcasm,tweet_eval_irony
"#latergram with thegoldcoin. Classes done, research is not. #gradschool #basic #blessed ...",sarcasm,tweet_eval_irony
I'm a Victoria Secret model. It's such a secret not even Victoria knows.,sarcasm,tweet_eval_irony
@user @user not knowing that it was about covering the points hasn't kept us from winning two weeks and almost winning a 3rd.,clean,tweet_eval_irony
The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!,clean,tweet_eval_irony
What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone,clean,tweet_eval_irony
"#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.",sarcasm,tweet_eval_irony
